SYMBOL,SERIES,TIMESTAMP,ISIN
NAVKARCORP,EQ,2022-10-13,INE737D01021
NAVNETEDUL,EQ,2022-10-13,INE954E01012
NAZARA,EQ,2022-10-13,INE490G01020
NBCC,EQ,2022-10-13,INE514Y01020
NBIFIN,EQ,2022-10-13,INE0CT101020
NCC,EQ,2022-10-13,INE835B01035
NCLIND,EQ,2022-10-13,INE893J01029
NDGL,EQ,2022-10-13,INE903D01011
NDL,EQ,2022-10-13,INE950M01013
NDRAUTO,EQ,2022-10-13,INE161G01027
NDTV,EQ,2022-10-13,INE083A01026
NECCLTD,EQ,2022-10-13,INE775A01035
NECLIFE,EQ,2022-10-13,INE338I01027
NELCAST,EQ,2022-10-13,INE861B01023
NELCO,EQ,2022-10-13,INE356A01018
NEOGEN,EQ,2022-10-13,INE943D01017
NESCO,EQ,2022-10-13,INE883A01011
NESTLEIND,EQ,2022-10-13,INE398B01018
NETWORK18,EQ,2022-10-13,INE103A01014
NEULANDLAB,EQ,2022-10-13,INE752G01015
NEWGEN,EQ,2022-10-13,INE255X01014
NEXTMEDIA,EQ,2022-10-13,INE0FS801015
NFL,EQ,2022-10-13,INE864I01014
NGIL,EQ,2022-10-13,INE472M01018
NGLFINE,EQ,2022-10-13,INE153A01019
NH,EQ,2022-10-13,INE304A01026
NIACL,EQ,2022-10-13,INE692B01014
NIBL,EQ,2022-10-13,INE296G01013
NIITLTD,EQ,2022-10-13,INE414G01012
NILAINFRA,EQ,2022-10-13,INE295D01020
NILASPACES,BE,2022-10-13,INE454M01024
NILKAMAL,EQ,2022-10-13,INE245I01016
NIPPOBATRY,EQ,2022-10-13,INE123B01028
NIRAJ,EQ,2022-10-13,INE049I01012
NITCO,EQ,2022-10-13,INE289A01011
NITINSPIN,EQ,2022-10-13,INE308A01027
NITIRAJ,EQ,2022-10-13,INE290A01027
NLCINDIA,EQ,2022-10-13,INE298J01013
NMDC,EQ,2022-10-13,INE987B01026
NOCIL,EQ,2022-10-13,INE448G01010
NOIDATOLL,EQ,2022-10-13,INE139A01034
NORBTEAEXP,BE,2022-10-13,INE088B01015
NOVARTIND,EQ,2022-10-13,INE663F01024
NRAIL,EQ,2022-10-13,INE725A01022
NRBBEARING,EQ,2022-10-13,INE048G01026
NSIL,EQ,2022-10-13,INE278M01019
NUCLEUS,EQ,2022-10-13,INE756C01015
NURECA,EQ,2022-10-13,INE875G01030
NUVOCO,EQ,2022-10-13,INE07OG01012
NXTDIGITAL,BE,2022-10-13,INE155G01029
NYKAA,EQ,2022-10-13,INE553C01016
OAL,EQ,2022-10-13,INE023H01027
OBCL,EQ,2022-10-13,INE189I01024
OBEROIRLTY,EQ,2022-10-13,INE045B01015
OCCL,EQ,2022-10-13,INE136S01016
OFSS,EQ,2022-10-13,INE317F01035
OIL,EQ,2022-10-13,INE239A01016
OILCOUNTUB,EQ,2022-10-13,INE870H01013
OLECTRA,EQ,2022-10-13,INE794A01010
OMAXAUTO,EQ,2022-10-13,INE619B01017
OMAXE,EQ,2022-10-13,INE747B01016
OMINFRAL,EQ,2022-10-13,INE870D01012
OMKARCHEM,EQ,2022-10-13,INE236Y01012
ONELIFECAP,EQ,2022-10-13,INE887E01022
ONEPOINT,EQ,2022-10-13,INE410P01011
ONGC,EQ,2022-10-13,INE470Y01017
ONMOBILE,EQ,2022-10-13,INE047O01014
ONWARDTEC,EQ,2022-10-13,INE161A01038
OPTIEMUS,EQ,2022-10-13,INE937C01029
ORBTEXP,BE,2022-10-13,INE00S901012
ORCHPHARMA,EQ,2022-10-13,INE310A01015
ORICONENT,EQ,2022-10-13,INE567A01028
ORIENTABRA,EQ,2022-10-13,INE368I01016
ORIENTALTL,EQ,2022-10-13,INE858F01012
ORIENTBELL,EQ,2022-10-13,INE229H01012
ORIENTCEM,EQ,2022-10-13,INE439T01012
ORIENTELEC,EQ,2022-10-13,INE589A01014
ORIENTHOT,EQ,2022-10-13,INE584A01023
ORIENTLTD,EQ,2022-10-13,INE163A01018
ORIENTPPR,EQ,2022-10-13,INE781B01015
ORISSAMINE,EQ,2022-10-13,INE369C01017
ORTEL,EQ,2022-10-13,INE234A01025
ORTINLAB,EQ,2022-10-13,INE740D01017
OSWALAGRO,EQ,2022-10-13,INE349A01021
PAGEIND,EQ,2022-10-13,INE023A01030
PAISALO,EQ,2022-10-13,INE096B01018
PALASHSECU,EQ,2022-10-13,INE0DSF01015
PALREDTEC,EQ,2022-10-13,INE118D01016
PANACEABIO,EQ,2022-10-13,INE353A01023
PANACHE,EQ,2022-10-13,INE388Y01029
PANAMAPET,EQ,2022-10-13,INE959C01023
PANSARI,EQ,2022-10-13,INE426Z01016
PAR,EQ,2022-10-13,INE093I01010
PARACABLES,EQ,2022-10-13,INE321D01016
PARADEEP,EQ,2022-10-13,INE881D01027
PARAGMILK,EQ,2022-10-13,INE274J01014
PARAS,BE,2022-10-13,INE591A01010
PARSVNATH,EQ,2022-10-13,INE260D01016
PASUPTAC,EQ,2022-10-13,INE090B01011
PATANJALI,EQ,2022-10-13,INE800H01010
PATELENG,EQ,2022-10-13,INE239D01028
PATINTLOG,EQ,2022-10-13,INE474L01016
PAYTM,EQ,2022-10-13,INE912L01015
PCBL,EQ,2022-10-13,INE840Y01029
PCJEWELLER,EQ,2022-10-13,INE213A01029
PDMJEPAPER,EQ,2022-10-13,INE809I01019
PDPL,EQ,2022-10-13,INE229A01017
PDSL,EQ,2022-10-13,INE350C01017
PEARLPOLY,EQ,2022-10-13,INE231G01010
PEL,BE,2022-10-13,INE191A01027
PENIND,EQ,2022-10-13,INE730A01022
PENINLAND,EQ,2022-10-13,INE569C01020
PERSISTENT,EQ,2022-10-13,INE998H01012
PETRONET,EQ,2022-10-13,INE607D01018
PFIZER,BE,2022-10-13,INE725E01024
PFOCUS,BZ,2022-10-13,INE849L01019
PFS,EQ,2022-10-13,INE749B01020
PGEL,EQ,2022-10-13,INE142A01012
PGHH,EQ,2022-10-13,INE761H01022
PGHL,EQ,2022-10-13,INE420C01059
PGIL,EQ,2022-10-13,INE471W01019
PHOENIXLTD,EQ,2022-10-13,INE218G01033
PIDILITIND,EQ,2022-10-13,INE922B01023
PIIND,EQ,2022-10-13,INE895W01019
PILANIINVS,EQ,2022-10-13,INE305C01029
PILITA,EQ,2022-10-13,INE697V01011
PIONDIST,EQ,2022-10-13,INE04LG01015
PIONEEREMB,BE,2022-10-13,INE074B01023
PITTIENG,EQ,2022-10-13,INE088F01024
PIXTRANS,EQ,2022-10-13,INE883N01014
PKTEA,EQ,2022-10-13,INE045601015
PLASTIBLEN,EQ,2022-10-13,INE561H01026
PNB,EQ,2022-10-13,INE818B01023
PNBGILTS,BE,2022-10-13,INE619A01035
PNBHOUSING,EQ,2022-10-13,INE244B01030
PNC,EQ,2022-10-13,INE529D01014
PNCINFRA,EQ,2022-10-13,INE982J01020
PODDARHOUS,EQ,2022-10-13,INE602A01031
PODDARMENT,BE,2022-10-13,INE785M01013
POKARNA,EQ,2022-10-13,INE865T01018
POLICYBZR,BE,2022-10-13,INE904D01019
POLYCAB,EQ,2022-10-13,INE111Q01021
POLYMED,EQ,2022-10-13,INE844A01013
POLYPLEX,EQ,2022-10-13,INE140A01024
PONNIERODE,EQ,2022-10-13,INE932A01024
POWERGRID,EQ,2022-10-13,INE347G01014
POWERINDIA,EQ,2022-10-13,INE182A01018
POWERMECH,EQ,2022-10-13,INE367G01038
PPAP,EQ,2022-10-13,INE560K01014
PPL,EQ,2022-10-13,INE457L01011
PRAENG,EQ,2022-10-13,INE179A01014
PRAJIND,EQ,2022-10-13,INE199A01012
PRAKASH,EQ,2022-10-13,INE940H01014
PRAKASHSTL,EQ,2022-10-13,INE211B01039
PRAXIS,EQ,2022-10-13,INE318A01026
PRECAM,EQ,2022-10-13,INE603J01030
PRECOT,EQ,2022-10-13,INE417C01014
PRECWIRE,EQ,2022-10-13,INE600A01035
PREMEXPLN,EQ,2022-10-13,INE889E01010
PREMIER,EQ,2022-10-13,INE156C01018
PREMIERPOL,EQ,2022-10-13,INE450D01021
PRESSMN,EQ,2022-10-13,INE751B01018
PRESTIGE,BE,2022-10-13,INE431F01018
PRICOLLTD,EQ,2022-10-13,INE083C01022
PRIMESECU,EQ,2022-10-13,INE160A01022
PRINCEPIPE,EQ,2022-10-13,INE859A01011
PRITI,EQ,2022-10-13,INE572E01012
PRITIKAUTO,EQ,2022-10-13,INE392B01011
PRIVISCL,EQ,2022-10-13,INE195J01029
PROZONINTU,EQ,2022-10-13,INE888B01018
PRSMJOHNSN,EQ,2022-10-13,INE371C01013
PRUDENT,EQ,2022-10-13,INE637C01025
PSB,EQ,2022-10-13,INE417T01026
PSPPROJECT,EQ,2022-10-13,INE455K01017
PTC,EQ,2022-10-13,INE205C01021
PTL,EQ,2022-10-13,INE633B01018
PUNJABCHEM,EQ,2022-10-13,INE838E01017
PURVA,EQ,2022-10-13,INE752E01010
PVP,EQ,2022-10-13,INE07Y701011
PVR,EQ,2022-10-13,INE211R01019
QUESS,EQ,2022-10-13,INE095I01015
QUICKHEAL,EQ,2022-10-13,INE050001010
RADAAN,EQ,2022-10-13,INE505C01016
RADHIKAJWE,EQ,2022-10-13,INE074A01025
RADICO,EQ,2022-10-13,INE603A01013
RADIOCITY,EQ,2022-10-13,INE696K01024
RAILTEL,EQ,2022-10-13,INE546Y01022
RAIN,EQ,2022-10-13,INE484I01029
RAINBOW,EQ,2022-10-13,INE283A01014
RAJESHEXPO,EQ,2022-10-13,INE372C01037
RAJMET,EQ,2022-10-13,INE863B01011
RAJRATAN,BE,2022-10-13,INE342A01018
RAJRILTD,EQ,2022-10-13,INE309M01012
RAJSREESUG,EQ,2022-10-13,INE980A01023
RAJTV,EQ,2022-10-13,INE811K01011
RALLIS,EQ,2022-10-13,INE726V01018
RAMANEWS,EQ,2022-10-13,INE032B01021
RAMAPHO,EQ,2022-10-13,INE689W01016
RAMASTEEL,EQ,2022-10-13,INE974Z01015
RAMCOCEM,EQ,2022-10-13,INE583R01029
RAMCOIND,EQ,2022-10-13,INE959A01019
RAMCOSYS,EQ,2022-10-13,INE195N01013
RAMKY,EQ,2022-10-13,INE010A01011
RAMRAT,EQ,2022-10-13,INE00F201020
RANASUG,EQ,2022-10-13,INE608A01012
RANEENGINE,EQ,2022-10-13,INE488V01015
RANEHOLDIN,EQ,2022-10-13,INE877F01012
RATEGAIN,EQ,2022-10-13,INE034D01049
RATNAMANI,EQ,2022-10-13,INE277B01014
RAYMOND,EQ,2022-10-13,INE323I01011
RBA,EQ,2022-10-13,INE362A01016
RBL,EQ,2022-10-13,INE191H01014
RBLBANK,EQ,2022-10-13,INE615P01015
RCF,EQ,2022-10-13,INE306L01010
RCOM,EQ,2022-10-13,INE874F01027
REDINGTON,EQ,2022-10-13,INE562B01019
REFEX,EQ,2022-10-13,INE952H01027
REGENCERAM,EQ,2022-10-13,INE613A01020
RELAXO,EQ,2022-10-13,INE278B01020
RELCHEMQ,EQ,2022-10-13,INE809A01024
RELIANCE,EQ,2022-10-13,INE230R01035
RELIGARE,EQ,2022-10-13,INE331A01037
RELINFRA,EQ,2022-10-13,INE614A01028
REMSONSIND,EQ,2022-10-13,INE246B01019
RENUKA,EQ,2022-10-13,INE874I01013
REPCOHOME,EQ,2022-10-13,INE207E01023
REPL,EQ,2022-10-13,INE625B01014
REPRO,EQ,2022-10-13,INE222J01013
RESPONIND,EQ,2022-10-13,INE384A01010
REVATHI,EQ,2022-10-13,INE0CLI01024
RGL,EQ,2022-10-13,INE703B01027
RHIM,EQ,2022-10-13,INE976G01028
RICOAUTO,EQ,2022-10-13,INE027A01015
RIIL,BE,2022-10-13,INE330H01018
RITCO,EQ,2022-10-13,INE891D01026
RITES,EQ,2022-10-13,INE056I01017
RKDL,BE,2022-10-13,INE277C01012
RKEC,EQ,2022-10-13,INE131B01039
RKFORGE,EQ,2022-10-13,INE750D01016
RMCL,EQ,2022-10-13,INE002A01018
RML,EQ,2022-10-13,INE621H01010
ROHLTD,BE,2022-10-13,INE036A01016
ROLEXRINGS,EQ,2022-10-13,INE474C01015
ROLLT,EQ,2022-10-13,INE087H01022
ROLTA,EQ,2022-10-13,INE612J01015
ROML,EQ,2022-10-13,INE364Z01019
ROSSARI,EQ,2022-10-13,INE461B01014
ROSSELLIND,EQ,2022-10-13,INE688D01026
ROTO,EQ,2022-10-13,INE617A01013
ROUTE,EQ,2022-10-13,INE722H01024
RPGLIFE,EQ,2022-10-13,INE743M01012
RPOWER,EQ,2022-10-13,INE209B01025
RPPINFRA,EQ,2022-10-13,INE046A01015
RPPL,BE,2022-10-13,INE01EG01016
RPSGVENT,EQ,2022-10-13,INE320J01015
RSSOFTWARE,EQ,2022-10-13,INE722J01012
RSWM,EQ,2022-10-13,INE786W01010
RSYSTEMS,EQ,2022-10-13,INE399G01023
RTNINDIA,BZ,2022-10-13,INE172H01014
RTNPOWER,EQ,2022-10-13,INE050H01012
RUBYMILLS,EQ,2022-10-13,INE283H01019
RUCHINFRA,EQ,2022-10-13,INE645S01016
RUCHIRA,EQ,2022-10-13,INE927A01040
RUPA,BE,2022-10-13,INE293A01013
RUSHIL,BE,2022-10-13,INE294G01026
RVHL,EQ,2022-10-13,INE02A801020
RVNL,EQ,2022-10-13,INE847C01020
S&SPOWER,EQ,2022-10-13,INE535D01029
SABEVENTS,EQ,2022-10-13,INE450U01017
SADBHAV,EQ,2022-10-13,INE105J01010
SADBHIN,BE,2022-10-13,INE614G01033
SAFARI,EQ,2022-10-13,INE324L01013
SAGARDEEP,EQ,2022-10-13,INE760W01015
SAGCEM,EQ,2022-10-13,INE425Y01011
SAIL,EQ,2022-10-13,INE165B01029
SAKAR,EQ,2022-10-13,INE611A01016
SAKHTISUG,EQ,2022-10-13,INE411H01032
SAKSOFT,EQ,2022-10-13,INE834M01019
SAKUMA,EQ,2022-10-13,INE399K01017
SALASAR,EQ,2022-10-13,INE301D01026
SALONA,BE,2022-10-13,INE413B01023
SALSTEEL,EQ,2022-10-13,INE803H01014
SALZERELEC,EQ,2022-10-13,INE895B01021
SAMBHAAV,EQ,2022-10-13,INE573K01017
SANCO,EQ,2022-10-13,INE09E501017
SANDESH,EQ,2022-10-13,INE415G01027
SANDHAR,BE,2022-10-13,INE902B01017
SANGAMIND,EQ,2022-10-13,INE860T01019
SANGHIIND,EQ,2022-10-13,INE226H01026
SANGHVIMOV,EQ,2022-10-13,INE764L01010
SANGINITA,EQ,2022-10-13,INE429E01023
SANOFI,EQ,2022-10-13,INE976T01013
SANSERA,EQ,2022-10-13,INE229C01021
SANWARIA,EQ,2022-10-13,INE114A01011
SAPPHIRE,EQ,2022-10-13,INE732S01012
SARDAEN,EQ,2022-10-13,INE623A01011
SAREGAMA,EQ,2022-10-13,INE667G01023
SARLAPOLY,EQ,2022-10-13,INE190H01024
SASKEN,EQ,2022-10-13,INE170V01027
SASTASUNDR,EQ,2022-10-13,INE498E01010
SATHAISPAT,EQ,2022-10-13,INE658G01014
SATIA,EQ,2022-10-13,INE457F01013
SATIN,BE,2022-10-13,INE699B01027
SBC,BE,2022-10-13,INE782L01012
SBCL,EQ,2022-10-13,INE583B01015
SBICARD,EQ,2022-10-13,INE278H01035
SBILIFE,EQ,2022-10-13,INE495C01010
SBIN,BE,2022-10-13,INE999B01013
SCAPDVR,EQ,2022-10-13,INE989A01024
SCHAEFFLER,EQ,2022-10-13,INE753W01010
SCHAND,EQ,2022-10-13,INE058A01010
SCHNEIDER,EQ,2022-10-13,INE953O01021
SCI,BZ,2022-10-13,INE890C01046
SDBL,EQ,2022-10-13,INE806T01012
SEAMECLTD,EQ,2022-10-13,INE385C01013
SECURKLOUD,EQ,2022-10-13,INE979A01025
SELAN,EQ,2022-10-13,INE453D01025
SELMC,EQ,2022-10-13,INE231F01020
SEPC,EQ,2022-10-13,INE019J01013
SEPOWER,BE,2022-10-13,INE176C01016
SEQUENT,EQ,2022-10-13,INE170E01023
SERVOTECH,EQ,2022-10-13,INE836B01017
SESHAPAPER,EQ,2022-10-13,INE04AK01028
SETCO,EQ,2022-10-13,INE386D01027
SETUINFRA,EQ,2022-10-13,INE018E01016
SFL,EQ,2022-10-13,INE123W01016
SGIL,EQ,2022-10-13,INE062A01020
SGL,EQ,2022-10-13,INE224E01036
SHAHALLOYS,EQ,2022-10-13,INE513A01022
SHAILY,EQ,2022-10-13,INE807K01035
SHAKTIPUMP,EQ,2022-10-13,INE839M01018
SHALBY,EQ,2022-10-13,INE109A01011
SHALPAINTS,EQ,2022-10-13,INE480C01020
SHANKARA,EQ,2022-10-13,INE497B01018
SHANTI,EQ,2022-10-13,INE650K01021
SHANTIGEAR,EQ,2022-10-13,INE818A01017
SHARDACROP,BE,2022-10-13,INE105I01020
SHARDAMOTR,EQ,2022-10-13,INE964H01014
SHAREINDIA,EQ,2022-10-13,INE735M01018
SHEMAROO,EQ,2022-10-13,INE807F01027
SHILPAMED,BE,2022-10-13,INE782X01017
SHIVALIK,EQ,2022-10-13,INE630A01024
SHIVAMAUTO,EQ,2022-10-13,INE878E01021
SHIVAMILLS,EQ,2022-10-13,INE023M01027
SHIVATEX,EQ,2022-10-13,INE916U01025
SHK,EQ,2022-10-13,INE00QT01015
SHOPERSTOP,EQ,2022-10-13,INE353H01010
SHRADHA,EQ,2022-10-13,INE640C01011
SHREDIGCEM,EQ,2022-10-13,INE151G01010
SHREECEM,EQ,2022-10-13,INE908D01010
SHREEPUSHK,EQ,2022-10-13,INE597J01018
SHREERAMA,EQ,2022-10-13,INE849C01026
SHRENIK,EQ,2022-10-13,INE274V01019
SHREYANIND,EQ,2022-10-13,INE933X01016
SHREYAS,EQ,2022-10-13,INE631A01022
SHRIPISTON,EQ,2022-10-13,INE221J01015
SHRIRAMCIT,EQ,2022-10-13,INE597I01028
SHRIRAMPPS,EQ,2022-10-13,INE932X01018
SHYAMCENT,EQ,2022-10-13,INE363M01019
SHYAMMETL,EQ,2022-10-13,INE790G01031
SHYAMTEL,EQ,2022-10-13,INE788J01021
SIEMENS,EQ,2022-10-13,INE637H01024
SIGACHI,EQ,2022-10-13,INE644Y01017
SIGIND,EQ,2022-10-13,INE705C01020
SIKKO,EQ,2022-10-13,INE500L01026
SIL,EQ,2022-10-13,INE498B01024
SILGO,BE,2022-10-13,INE715Y01015
SILINV,EQ,2022-10-13,INE232A01011
SILLYMONKS,EQ,2022-10-13,INE070A01015
SILVERTUC,EQ,2022-10-13,INE712K01011
SIMBHALS,BE,2022-10-13,INE879A01019
SIMPLEXINF,EQ,2022-10-13,INE632X01030
SINTERCOM,EQ,2022-10-13,INE231C01019
SIRCA,EQ,2022-10-13,INE757B01015
SIS,BE,2022-10-13,INE526E01018
SITINET,EQ,2022-10-13,INE722A01011
SIYSIL,EQ,2022-10-13,INE217L01019
SJS,EQ,2022-10-13,INE979R01011
SJVN,EQ,2022-10-13,INE810G01011
SKFINDIA,BE,2022-10-13,INE635A01023
SKIPPER,EQ,2022-10-13,INE003A01024
SKMEGGPROD,EQ,2022-10-13,INE0D0K01014
SMARTLINK,EQ,2022-10-13,INE529F01035
SMCGLOBAL,EQ,2022-10-13,INE112X01017
SMLISUZU,BE,2022-10-13,INE173A01025
SMLT,EQ,2022-10-13,INE01II01013
SMSLIFE,EQ,2022-10-13,INE923A01015
SMSPHARMA,EQ,2022-10-13,INE203Y01012
SNOWMAN,BE,2022-10-13,INE625X01018
SOBHA,EQ,2022-10-13,INE748T01016
SOFTTECH,EQ,2022-10-13,INE059B01024
SOLARA,EQ,2022-10-13,INE129Z01016
SOLARINDS,EQ,2022-10-13,INE792Z01011
SOMANYCERA,EQ,2022-10-13,INE285J01028
SOMATEX,EQ,2022-10-13,INE965H01011
SOMICONVEY,EQ,2022-10-13,INE076B01028
SONACOMS,EQ,2022-10-13,INE284S01014
SONAMCLOCK,EQ,2022-10-13,INE002L01015
SONATSOFTW,EQ,2022-10-13,INE640A01023
SOTL,EQ,2022-10-13,INE439E01022
SOUTHBANK,BE,2022-10-13,INE411D01015
SOUTHWEST,EQ,2022-10-13,INE178C01020
SPAL,EQ,2022-10-13,INE103C01036
SPANDANA,EQ,2022-10-13,INE294B01019
SPARC,EQ,2022-10-13,INE017W01010
SPCENET,EQ,2022-10-13,INE320X01016
SPECIALITY,EQ,2022-10-13,INE812G01025
SPENCERS,EQ,2022-10-13,INE734N01019
SPIC,EQ,2022-10-13,INE671H01015
SPICEJET,EQ,2022-10-13,INE728Z01015
SPLIL,EQ,2022-10-13,INE624Z01016
SPLPETRO,EQ,2022-10-13,INE343H01029
SPMLINFRA,EQ,2022-10-13,INE355A01028
SPORTKING,EQ,2022-10-13,INE314C01013
SPTL,BE,2022-10-13,INE323J01019
SREEL,EQ,2022-10-13,INE073K01018
SRF,EQ,2022-10-13,INE00LM01011
SRHHYPOLTD,EQ,2022-10-13,INE269A01021
SRPL,EQ,2022-10-13,INE035D01020
SSWL,BE,2022-10-13,INE501W01021
STAR,EQ,2022-10-13,INE099F01013
STARCEMENT,EQ,2022-10-13,INE647A01010
STARHEALTH,EQ,2022-10-13,INE917H01012
STARPAPER,EQ,2022-10-13,INE008Z01012
STARTECK,EQ,2022-10-13,INE802C01025
STCINDIA,EQ,2022-10-13,INE939A01011
STEELCAS,EQ,2022-10-13,INE460H01021
STEELCITY,EQ,2022-10-13,INE575P01011
STEELXIND,EQ,2022-10-13,INE733A01018
STEL,EQ,2022-10-13,INE992I01013
STERTOOLS,EQ,2022-10-13,INE655A01013
STLTECH,EQ,2022-10-13,INE124E01020
STOVEKRAFT,EQ,2022-10-13,INE395H01011
STYLAMIND,EQ,2022-10-13,INE503B01021
SUBCAPCITY,EQ,2022-10-13,INE577L01016
SUBEXLTD,EQ,2022-10-13,INE334A01023
SUBROS,EQ,2022-10-13,INE089C01029
SUDARSCHEM,EQ,2022-10-13,INE00IN01015
SUMEETINDS,EQ,2022-10-13,INE239C01020
SUMICHEM,EQ,2022-10-13,INE845C01016
SUMIT,EQ,2022-10-13,INE754A01055
SUMMITSEC,EQ,2022-10-13,INE287B01021
SUNCLAYLTD,EQ,2022-10-13,INE659A01023
SUNDARAM,EQ,2022-10-13,INE235C01010
SUNDARMFIN,EQ,2022-10-13,INE258G01013
SUNDARMHLD,BE,2022-10-13,INE748Z01013
SUNDRMBRAK,EQ,2022-10-13,INE519C01017
SUNDRMFAST,EQ,2022-10-13,INE105A01035
SUNFLAG,EQ,2022-10-13,INE108E01023
SUNPHARMA,EQ,2022-10-13,INE660A01013
SUNTECK,EQ,2022-10-13,INE202Z01029
SUNTV,EQ,2022-10-13,INE073D01013
SUPERHOUSE,EQ,2022-10-13,INE387A01021
SUPERSPIN,EQ,2022-10-13,INE947A01014
SUPRAJIT,EQ,2022-10-13,INE044A01036
SUPREMEENG,EQ,2022-10-13,INE805D01034
SUPREMEIND,EQ,2022-10-13,INE424H01027
SUPREMEINF,EQ,2022-10-13,INE712B01010
SUPRIYA,EQ,2022-10-13,INE662A01027
SURANASOL,EQ,2022-10-13,INE399C01030
SURANAT&P,EQ,2022-10-13,INE319Z01021
SURYALAXMI,EQ,2022-10-13,INE195A01028
SURYAROSNI,BE,2022-10-13,INE550H01011
SURYODAY,EQ,2022-10-13,INE07RO01027
SUTLEJTEX,EQ,2022-10-13,INE272L01022
SUULD,EQ,2022-10-13,INE130B01031
SUVEN,EQ,2022-10-13,INE713B01026
SUVENPHAR,EQ,2022-10-13,INE335A01012
SUVIDHAA,EQ,2022-10-13,INE428Q01011
SUZLON,EQ,2022-10-13,INE645H01027
SUZLON-RE,EQ,2022-10-13,INE591Q01016
SVPGLOB,EQ,2022-10-13,INE495B01038
SWANENERGY,EQ,2022-10-13,INE03QK01018
SWARAJENG,EQ,2022-10-13,INE018401013
SWELECTES,EQ,2022-10-13,INE040H01021
SWSOLAR,BE,2022-10-13,INE040H20013
SYMPHONY,EQ,2022-10-13,INE308E01029
SYNGENE,EQ,2022-10-13,INE665A01038
SYRMA,EQ,2022-10-13,INE277A01016
TAINWALCHM,EQ,2022-10-13,INE409B01013
TAJGVK,EQ,2022-10-13,INE00M201021
TAKE,EQ,2022-10-13,INE225D01027
TALBROAUTO,EQ,2022-10-13,INE398R01022
TANLA,EQ,2022-10-13,INE0DYJ01015
TANTIACONS,EQ,2022-10-13,INE123C01018
TARAPUR,EQ,2022-10-13,INE586B01026
TARC,EQ,2022-10-13,INE142I01023
TARMAT,EQ,2022-10-13,INE187D01011
TARSONS,EQ,2022-10-13,INE483C01032
TASTYBITE,BZ,2022-10-13,INE388G01018
TATACHEM,EQ,2022-10-13,INE747K01017
TATACOFFEE,EQ,2022-10-13,INE0EK901012
TATACOMM,EQ,2022-10-13,INE924H01018
TATACONSUM,EQ,2022-10-13,INE144Z01023
TATAELXSI,EQ,2022-10-13,INE488B01017
TATAINVEST,EQ,2022-10-13,INE092A01019
TATAMETALI,EQ,2022-10-13,INE493A01027
TATAMOTORS,EQ,2022-10-13,INE151A01013
TATAMTRDVR,EQ,2022-10-13,INE192A01025
TATAPOWER,EQ,2022-10-13,INE670A01012
TATASTEEL,EQ,2022-10-13,INE672A01018
TATASTLLP,EQ,2022-10-13,INE056C01010
TATVA,EQ,2022-10-13,INE155A01022
TBZ,EQ,2022-10-13,IN9155A01020
TCI,EQ,2022-10-13,INE245A01021
TCIDEVELOP,EQ,2022-10-13,INE081A01020
TCIEXP,EQ,2022-10-13,INE674A01014
TCNSBRANDS,EQ,2022-10-13,INE0GK401011
TCPLPACK,EQ,2022-10-13,INE760L01018
TCS,EQ,2022-10-13,INE688A01022
TDPOWERSYS,EQ,2022-10-13,INE662L01016
TEAMLEASE,EQ,2022-10-13,INE586V01016
TECHIN,EQ,2022-10-13,INE778U01029
TECHM,EQ,2022-10-13,INE822C01015
TECHNOE,EQ,2022-10-13,INE467B01029
TEGA,EQ,2022-10-13,INE419M01019
TEJASNET,EQ,2022-10-13,INE985S01024
TEMBO,EQ,2022-10-13,INE778A01021
TERASOFT,EQ,2022-10-13,INE669C01036
TEXINFRA,EQ,2022-10-13,INE285K01026
TEXMOPIPES,EQ,2022-10-13,INE011K01018
TEXRAIL,EQ,2022-10-13,INE010J01012
TFCILTD,EQ,2022-10-13,INE869Y01010
TFL,EQ,2022-10-13,INE482B01010
TGBHOTELS,EQ,2022-10-13,INE435C01024
THANGAMAYL,EQ,2022-10-13,INE141K01013
THEINVEST,EQ,2022-10-13,INE621L01012
THEMISMED,EQ,2022-10-13,INE305A01015
THERMAX,BE,2022-10-13,INE804H01012
THOMASCOOK,EQ,2022-10-13,INE797H01018
THOMASCOTT,EQ,2022-10-13,INE085J01014
THYROCARE,EQ,2022-10-13,INE924D01017
TI,EQ,2022-10-13,INE083B01016
TIDEWATER,EQ,2022-10-13,INE152A01029
TIIL,EQ,2022-10-13,INE332A01027
TIINDIA,BE,2022-10-13,INE480M01011
TIJARIA,EQ,2022-10-13,INE594H01019
TIL,EQ,2022-10-13,INE133E01013
TIMESGTY,EQ,2022-10-13,INE484C01030
TIMETECHNO,EQ,2022-10-13,INE545H01011
TIMKEN,EQ,2022-10-13,INE974X01010
TINPLATE,EQ,2022-10-13,INE440L01017
TIPSFILMS,EQ,2022-10-13,INE806C01018
TIPSINDLTD,EQ,2022-10-13,INE289C01025
TIRUMALCHM,EQ,2022-10-13,INE508G01029
TIRUPATIFL,EQ,2022-10-13,INE325A01013
TITAN,EQ,2022-10-13,INE422C01014
TMB,BE,2022-10-13,INE0LQS01015
TNPETRO,EQ,2022-10-13,INE716B01011
TNPL,EQ,2022-10-13,INE338A01024
TNTELE,EQ,2022-10-13,INE319Y01024
TOKYOPLAST,EQ,2022-10-13,INE280A01028
TORNTPHARM,EQ,2022-10-13,INE668A01016
TORNTPOWER,EQ,2022-10-13,INE148A01019
