SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,SERIES,TIMESTAMP,ISIN
PRECOT,1813.85,1772.75,1834,1786.95,1787,2139,3833077.65,475,EQ,2022-10-13,INE417C01014
PRECWIRE,8,7.85,8.1,7.9,7.9,76616,606214.7,241,EQ,2022-10-13,INE600A01035
PREMEXPLN,172.95,167.05,172.95,168.8,169.95,3757,643274.9,193,EQ,2022-10-13,INE889E01010
PREMIER,42.8,42.55,43.2,42.8,42.55,5119,219145.65,64,EQ,2022-10-13,INE156C01018
PREMIERPOL,292.45,289.15,298.45,292.9,292,54754,16100867.45,2265,EQ,2022-10-13,INE450D01021
PRESSMN,869.25,850,878.95,853.9,853,2736,2353166.05,620,EQ,2022-10-13,INE751B01018
PRESTIGE,280,263.65,280,263.65,263.65,3665,968931.35,68,BE,2022-10-13,INE431F01018
PRICOLLTD,220.3,220,242.4,226.6,226,103306,24215678.3,2280,EQ,2022-10-13,INE083C01022
PRIMESECU,36.4,35.45,36.45,35.9,35.85,30733961,1102389375,30952,EQ,2022-10-13,INE160A01022
PRINCEPIPE,61.3,60.5,61.3,60.75,60.6,126484,7714675.8,1344,EQ,2022-10-13,INE859A01011
PRITI,390.8,383.4,394.85,389.6,388,167453,65366072.15,6561,EQ,2022-10-13,INE572E01012
PRITIKAUTO,55.5,53.25,56.95,54,53.5,89555,4932613.95,2007,EQ,2022-10-13,INE392B01011
PRIVISCL,262.25,259.1,264.4,263.55,263.55,178724,47021564.1,5053,EQ,2022-10-13,INE195J01029
PROZONINTU,231.95,220.9,236.9,220.9,220.9,4356,981897.45,184,EQ,2022-10-13,INE888B01018
PRSMJOHNSN,258.05,256.5,259,257.65,256.5,561,144644.7,49,EQ,2022-10-13,INE371C01013
PRUDENT,448,439,458,443.55,445,38403,17172724,2170,EQ,2022-10-13,INE637C01025
PSB,461,450,461,452.6,454,239571,108995275.8,10407,EQ,2022-10-13,INE417T01026
PSPPROJECT,2581.1,2568.45,2598,2574.6,2575.2,136687,352217025.8,10399,EQ,2022-10-13,INE455K01017
PTC,990,958,993.15,962.25,960,47682,46280974.15,6350,EQ,2022-10-13,INE205C01021
PTL,1850,1805,1864.9,1812.85,1816,118969,216515525.8,15676,EQ,2022-10-13,INE633B01018
PUNJABCHEM,251.25,248.35,255.95,251,250.05,3396,854238.3,162,EQ,2022-10-13,INE838E01017
PURVA,214.95,213.25,217.3,213.95,213.95,12327678,2647933720,72998,EQ,2022-10-13,INE752E01010
PVP,3402.3,3365.05,3435,3396.55,3372,8756,29851209,2593,EQ,2022-10-13,INE07Y701011
PVR,1900,1817.55,1926.15,1822.4,1838,37147,68597868.25,4387,EQ,2022-10-13,INE211R01019
QUESS,220.3,216,220.3,218.2,218,3206,696668.4,231,EQ,2022-10-13,INE095I01015
QUICKHEAL,170.4,167.5,171.25,168.5,168.65,33715,5688277.85,1396,EQ,2022-10-13,INE050001010
RADAAN,15.05,14.55,15.05,14.9,15.05,159224,2359231.4,989,EQ,2022-10-13,INE505C01016
RADHIKAJWE,426.1,421.1,441.9,438.5,439.05,1998010,869294319.5,44343,EQ,2022-10-13,INE074A01025
RADICO,52.45,51.15,52.7,51.65,51.7,283684,14679917.55,2006,EQ,2022-10-13,INE603A01013
RADIOCITY,5.4,5.3,5.45,5.35,5.3,342468,1829104.35,894,EQ,2022-10-13,INE696K01024
RAILTEL,32.45,31.5,32.45,31.55,31.5,11600,366767.05,99,EQ,2022-10-13,INE546Y01022
RAIN,109.75,105,110.1,106.2,105.3,59942,6400896.6,1797,EQ,2022-10-13,INE484I01029
RAINBOW,230.45,229.65,234,233.1,234,933,216784.95,78,EQ,2022-10-13,INE283A01014
RAJESHEXPO,90.7,86.2,91.4,88.15,88.4,88482,7844314.05,2931,EQ,2022-10-13,INE372C01037
RAJMET,443,430.3,445.1,436.65,434.05,5476,2383404.15,276,EQ,2022-10-13,INE863B01011
RAJRATAN,3.7,3.6,3.8,3.65,3.65,8729,31820.05,32,BE,2022-10-13,INE342A01018
RAJRILTD,92.3,90.35,92.35,91.1,91.55,2347,213914.15,141,EQ,2022-10-13,INE309M01012
RAJSREESUG,56,51.3,56.35,53.35,53.3,451399,24264000.35,4055,EQ,2022-10-13,INE980A01023
RAJTV,434.9,431.6,442.4,439.75,438,514067,223692227.9,5419,EQ,2022-10-13,INE811K01011
RALLIS,193.9,190.25,196,192.55,192.05,700033,135528304.9,7202,EQ,2022-10-13,INE726V01018
RAMANEWS,98.9,97.5,100.4,99.55,98.1,13995,1391430.4,229,EQ,2022-10-13,INE032B01021
RAMAPHO,576,575,581.85,577.9,580,44245,25579684.55,4950,EQ,2022-10-13,INE689W01016
RAMASTEEL,174.95,174.9,179.7,179.7,179.7,51439,9215470.15,1000,EQ,2022-10-13,INE974Z01015
RAMCOCEM,17.2,15.9,17.45,16.3,16.3,635327,10340074.5,1199,EQ,2022-10-13,INE583R01029
RAMCOIND,1414,1377,1424.35,1383.5,1383.25,15109,21139223.85,2897,EQ,2022-10-13,INE959A01019
RAMCOSYS,22.3,21.65,22.3,21.8,21.65,59637,1306810.25,442,EQ,2022-10-13,INE195N01013
RAMKY,124.25,123.8,126.4,124.85,124.3,107095,13377544.85,2414,EQ,2022-10-13,INE010A01011
RAMRAT,661,660,670,665.8,665.2,17861,11859581.25,1458,EQ,2022-10-13,INE00F201020
RANASUG,15.2,14.95,15.25,15.1,15.1,72558,1093832.2,377,EQ,2022-10-13,INE608A01012
RANEENGINE,647.5,628,647.5,634.65,635,110846,70653768.4,5279,EQ,2022-10-13,INE488V01015
RANEHOLDIN,76.65,76.05,77.2,76.85,77,257878,19765183,3346,EQ,2022-10-13,INE877F01012
RATEGAIN,30.15,30,30.6,30.05,30.2,66412,2005326.25,549,EQ,2022-10-13,INE034D01049
RATNAMANI,1210,1139.4,1210,1142.85,1139.4,22149,25514990.65,2301,EQ,2022-10-13,INE277B01014
RAYMOND,91.6,91.6,95.5,91.95,92,125976,11781860,3855,EQ,2022-10-13,INE323I01011
RBA,8.1,8.1,8.8,8.8,8.8,514611,4455418,401,EQ,2022-10-13,INE362A01016
RBL,1715,1675,1728,1698.9,1697,413585,701936244,20380,EQ,2022-10-13,INE191H01014
RBLBANK,598,582.95,603.55,585.8,585.6,330653,196975953.7,7240,EQ,2022-10-13,INE615P01015
RCF,206.45,201.2,208.9,206.6,208.6,76549,15575200.45,2428,EQ,2022-10-13,INE306L01010
RCOM,1.4,1.4,1.4,1.4,1.4,1288,1803.2,11,EQ,2022-10-13,INE874F01027
REDINGTON,36.65,35.85,37.65,36.65,37,72425,2661856.85,928,EQ,2022-10-13,INE562B01019
REFEX,40.25,39.55,44.6,40.55,40.5,6733,275982.15,295,EQ,2022-10-13,INE952H01027
REGENCERAM,212.15,210.2,213.45,211.45,210.9,81031,17148613.25,3485,EQ,2022-10-13,INE613A01020
RELAXO,16,15.75,16.3,15.9,16.05,15151,242435.4,80,EQ,2022-10-13,INE278B01020
RELCHEMQ,288.6,288.6,307.3,292.25,302,21168,6304920.15,701,EQ,2022-10-13,INE809A01024
RELIANCE,107,102.95,116.05,116.05,116.05,1613447,183974255,15958,EQ,2022-10-13,INE230R01035
RELIGARE,707.3,699.85,711.95,702.3,700.5,217458,153206207.9,5276,EQ,2022-10-13,INE331A01037
RELINFRA,192.35,186.1,192.35,188,188,21969,4154187.05,1052,EQ,2022-10-13,INE614A01028
REMSONSIND,260.3,255.8,263.55,257.8,258,26513,6858545.1,1680,EQ,2022-10-13,INE246B01019
RENUKA,213.3,212.1,221.7,214.05,214.1,137601,29796952.45,3469,EQ,2022-10-13,INE874I01013
REPCOHOME,212,202.2,216.8,208.15,208.5,114447,23838910.75,4469,EQ,2022-10-13,INE207E01023
REPL,24.75,24.4,24.95,24.5,24.6,219999,5427792.55,1182,EQ,2022-10-13,INE625B01014
REPRO,228.5,227.6,235,230.8,232.65,2196,506634.05,138,EQ,2022-10-13,INE222J01013
RESPONIND,854,854,871.3,862.45,861.4,5621,4853788.45,676,EQ,2022-10-13,INE384A01010
REVATHI,280,277.5,284.6,279.5,278.8,175791,49275939.05,4450,EQ,2022-10-13,INE0CLI01024
RGL,2036.35,2000,2086.9,2067.8,2066,23164,47328531.75,5227,EQ,2022-10-13,INE703B01027
RHIM,123.25,120.8,125.2,122.9,122.9,10162513,1247851629,35030,EQ,2022-10-13,INE976G01028
RICOAUTO,94.5,92.25,95,92.5,92.5,1233985,115034157.1,8319,EQ,2022-10-13,INE027A01015
RIIL,1.95,1.9,1.95,1.9,1.9,4533416,8671108.7,4635,BE,2022-10-13,INE330H01018
RITCO,135.6,135,137,136.25,136.5,785342,106813580.7,11863,EQ,2022-10-13,INE891D01026
RITES,157.7,151.45,160,155.4,156.5,65214,10104215.5,3509,EQ,2022-10-13,INE056I01017
RKDL,26.55,26.55,26.55,26.55,26.55,2961,78614.55,63,BE,2022-10-13,INE277C01012
RKEC,988.2,969.2,990.8,974.95,983.6,190825,186602718.5,21970,EQ,2022-10-13,INE131B01039
RKFORGE,188.05,182.55,197.05,190.45,192.15,25531,4882130.75,732,EQ,2022-10-13,INE750D01016
RMCL,2371.4,2360.1,2394,2382.8,2381,3382098,8047737069,163282,EQ,2022-10-13,INE002A01018
RML,172.05,167.8,185.5,183.75,185,2849063,513330230.5,20948,EQ,2022-10-13,INE621H01010
ROHLTD,143.05,140.15,145.3,142.35,143,536787,76672516.25,4669,BE,2022-10-13,INE036A01016
ROLEXRINGS,225.3,222,227,225.15,224,3078,690340.1,211,EQ,2022-10-13,INE474C01015
ROLLT,66,64.35,66.7,65.25,65,30631248,2001442172,64695,EQ,2022-10-13,INE087H01022
ROLTA,220,212.95,222.55,215.9,217,79935,17386158.65,3701,EQ,2022-10-13,INE612J01015
ROML,160.35,155.5,160.35,156.55,156,11738,1851727.65,385,EQ,2022-10-13,INE364Z01019
ROSSARI,444.65,436.1,464.8,448.7,445,4503,2039759.8,449,EQ,2022-10-13,INE461B01014
ROSSELLIND,139.85,138,140,138.3,138.5,8591,1192359.9,345,EQ,2022-10-13,INE688D01026
ROTO,890.15,876.65,894.9,880.6,877.5,1465,1298591.05,131,EQ,2022-10-13,INE617A01013
ROUTE,112.25,108.1,113,110.2,110.5,82314,9180624.1,1634,EQ,2022-10-13,INE722H01024
RPGLIFE,670.2,655,688.9,663.35,662.05,291596,195100232.8,17174,EQ,2022-10-13,INE743M01012
RPOWER,56.8,56.3,57.85,57.45,57.35,626934,35803573.7,5037,EQ,2022-10-13,INE209B01025
RPPINFRA,1149,1120.95,1155,1139.85,1137,788015,896443590.6,26972,EQ,2022-10-13,INE046A01015
RPPL,200,190.1,202.65,193.8,194,2604,504897.7,77,BE,2022-10-13,INE01EG01016
RPSGVENT,345.9,345,386.85,380.35,382.5,5863737,2170843923,90089,EQ,2022-10-13,INE320J01015
RSSOFTWARE,18.4,17.65,18.8,18.8,18.8,210343,3918688.1,584,EQ,2022-10-13,INE722J01012
RSWM,46.9,44.1,47.15,45.05,44.55,17374,792287.25,199,EQ,2022-10-13,INE786W01010
RSYSTEMS,204.25,201.3,215.9,210.25,209.95,587635,123364828.5,8027,EQ,2022-10-13,INE399G01023
RTNINDIA,1.85,1.85,1.85,1.85,1.85,16961,31377.85,23,BZ,2022-10-13,INE172H01014
RTNPOWER,367.5,360.05,368.5,361.15,360.7,6045,2195964.8,370,EQ,2022-10-13,INE050H01012
RUBYMILLS,272,263.4,273.3,267.95,267,111509,29832067,4297,EQ,2022-10-13,INE283H01019
RUCHINFRA,2028,2011,2068.45,2035.45,2044,50386,102822727.3,7607,EQ,2022-10-13,INE645S01016
RUCHIRA,1.3,1.25,1.35,1.35,1.35,596258,780359.9,180,EQ,2022-10-13,INE927A01040
RUPA,4.4,4.2,4.4,4.25,4.25,121519,516324.8,191,BE,2022-10-13,INE293A01013
RUSHIL,58,56.25,58.3,56.5,56.5,436,24783.2,30,BE,2022-10-13,INE294G01026
RVHL,926.75,901,927,914.3,911.2,14799,13588963.95,2600,EQ,2022-10-13,INE02A801020
RVNL,286.75,280.05,290.95,281.95,281.8,18499,5257243,1011,EQ,2022-10-13,INE847C01020
S&SPOWER,422.9,405,422.9,411.05,410.5,16553,6832976.35,880,EQ,2022-10-13,INE535D01029
SABEVENTS,1420,1379.75,1422.6,1383.4,1384,57705,80438064.7,5526,EQ,2022-10-13,INE450U01017
SADBHAV,810,786,847.85,830.2,837.65,242046,200782527.3,15558,EQ,2022-10-13,INE105J01010
SADBHIN,16.5,16.25,16.9,16.5,16.35,6040006,99983909.45,10051,BE,2022-10-13,INE614G01033
SAFARI,36.25,35.25,36.25,35.85,35.7,22944,819851.7,348,EQ,2022-10-13,INE324L01013
SAGARDEEP,202.9,192,202.9,193.5,192.5,9447,1842620.95,372,EQ,2022-10-13,INE760W01015
SAGCEM,485.7,467.1,486.45,469.4,469,34226,16123558.95,2470,EQ,2022-10-13,INE425Y01011
SAIL,28,26.8,28.65,27.1,27.6,57038,1555883.05,666,EQ,2022-10-13,INE165B01029
SAKAR,328.5,316.85,329.45,318.65,318.15,83251,26781169.15,5363,EQ,2022-10-13,INE611A01016
SAKHTISUG,234.65,232.15,245,240.15,240.1,29271,7027694.3,1308,EQ,2022-10-13,INE411H01032
SAKSOFT,49.9,48.55,50.2,49.05,49,1391410,68410614.15,7500,EQ,2022-10-13,INE834M01019
SAKUMA,4.4,4.3,4.5,4.4,4.4,8763504,38565369.7,4307,EQ,2022-10-13,INE399K01017
SALASAR,249,234,249.9,234.85,234,66954,16021460.6,2874,EQ,2022-10-13,INE301D01026
SALONA,9.2,8.9,9.2,9,9,64476,582638.75,205,BE,2022-10-13,INE413B01023
SALSTEEL,127.9,123.05,128.55,123.55,123.05,139205,17338231.9,3307,EQ,2022-10-13,INE803H01014
SALZERELEC,313.95,308,313.95,309,308.5,82989,25675376.7,3256,EQ,2022-10-13,INE895B01021
SAMBHAAV,493,485.1,506.8,487.05,486.6,50771,25033407.6,3013,EQ,2022-10-13,INE573K01017
SANCO,29,27,29,27.55,27,46846,1289711.75,400,EQ,2022-10-13,INE09E501017
SANDESH,37.1,36.65,37.45,36.8,36.8,5302937,196230047.6,14250,EQ,2022-10-13,INE415G01027
SANDHAR,28.6,27.3,29.95,29.95,29.95,2039,57916.7,45,BE,2022-10-13,INE902B01017
SANGAMIND,6.55,6.55,6.55,6.55,6.55,1,6.55,1,EQ,2022-10-13,INE860T01019
SANGHIIND,13.15,12.7,13.2,12.75,12.7,591684,7641811.9,2256,EQ,2022-10-13,INE226H01026
SANGHVIMOV,6.7,6.3,6.75,6.5,6.6,198585,1304471.85,536,EQ,2022-10-13,INE764L01010
SANGINITA,1735.2,1707.6,1810,1720.2,1748.1,20797,36544803.95,6258,EQ,2022-10-13,INE429E01023
SANOFI,29,28.05,29,28.4,28.35,9644,274702.7,98,EQ,2022-10-13,INE976T01013
SANSERA,206.55,203,208.75,203.95,205.1,43365,8931505.45,1117,EQ,2022-10-13,INE229C01021
SANWARIA,79.45,77.5,79.85,78.15,78.2,12769213,999954239.6,34922,EQ,2022-10-13,INE114A01011
SAPPHIRE,276.35,272.05,287,280.9,281.5,41485,11742151.2,941,EQ,2022-10-13,INE732S01012
SARDAEN,23.05,22,23.3,22.15,22.2,228606,5169329.5,953,EQ,2022-10-13,INE623A01011
SAREGAMA,99.6,97.35,99.7,97.75,97.75,103232,10129908.25,3169,EQ,2022-10-13,INE667G01023
SARLAPOLY,14.1,14.1,14.4,14.25,14.25,121676,1732859.85,411,EQ,2022-10-13,INE190H01024
SASKEN,28.7,28.35,29.05,28.7,28.95,215370,6167279,1107,EQ,2022-10-13,INE170V01027
SASTASUNDR,260.1,256,267.95,261.75,263.9,3297,854070.95,227,EQ,2022-10-13,INE498E01010
SATHAISPAT,13.3,13.3,13.7,13.35,13.3,195427,2617195.75,597,EQ,2022-10-13,INE658G01014
SATIA,248,245.1,250.8,245.8,245.1,14432,3563128.9,708,EQ,2022-10-13,INE457F01013
SATIN,4.2,4,4.2,4.05,4.1,31819,129720.35,82,BE,2022-10-13,INE699B01027
SBC,8.8,8.6,8.95,8.9,8.9,4792,41909.1,34,BE,2022-10-13,INE782L01012
SBCL,767.95,757,767.95,765.8,764,365,278459.45,57,EQ,2022-10-13,INE583B01015
SBICARD,225.95,222,226,223.9,224,12382,2769330.1,566,EQ,2022-10-13,INE278H01035
SBILIFE,262.6,257.3,268.45,259.3,260,25761,6746474.7,1357,EQ,2022-10-13,INE495C01010
SBIN,52.5,50.25,52.5,51,51,186829,9536252.35,867,BE,2022-10-13,INE999B01013
SCAPDVR,231.4,224,231.4,226.05,225,31958,7223361.3,1945,EQ,2022-10-13,INE989A01024
SCHAEFFLER,22.75,22.3,23.25,22.55,22.5,28569,649194.9,251,EQ,2022-10-13,INE753W01010
SCHAND,5850,5750.1,5850,5754.6,5760.35,33171,191816368.5,7531,EQ,2022-10-13,INE058A01010
SCHNEIDER,693.7,693.7,710,706.25,700.5,44770,31628713.75,5770,EQ,2022-10-13,INE953O01021
SCI,0.8,0.75,0.8,0.75,0.8,850399,665163,378,BZ,2022-10-13,INE890C01046
SDBL,1445,1397.65,1454.95,1405.55,1420,69827,99087201.5,6521,EQ,2022-10-13,INE806T01012
SEAMECLTD,831.35,816.3,839.7,819.7,816.85,13797,11418641.6,1665,EQ,2022-10-13,INE385C01013
SECURKLOUD,379,372,379,377.6,377.7,79306,29838724.95,6232,EQ,2022-10-13,INE979A01025
SELAN,49.5,47.75,49.5,48.15,48.45,36200,1753586.95,507,EQ,2022-10-13,INE453D01025
SELMC,821.45,800.2,835,821.65,820,10354,8432712.2,729,EQ,2022-10-13,INE231F01020
SEPC,307.95,297.1,311.4,300,303.4,19583,5930245.85,978,EQ,2022-10-13,INE019J01013
SEPOWER,2.8,2.8,2.8,2.8,2.8,505,1414,2,BE,2022-10-13,INE176C01016
SEQUENT,139.85,136.6,140.6,139.1,138.6,181406,25123286.1,3138,EQ,2022-10-13,INE170E01023
SERVOTECH,132,130.4,133.8,131.45,132.1,56853,7487768.15,1600,EQ,2022-10-13,INE836B01017
SESHAPAPER,8.6,8.4,8.7,8.5,8.45,1290536,11108412.3,1291,EQ,2022-10-13,INE04AK01028
SETCO,460,446.6,464.85,461.25,463,49303,22438532,2423,EQ,2022-10-13,INE386D01027
SETUINFRA,875,859,876,861.3,859,721065,623093469.6,31248,EQ,2022-10-13,INE018E01016
SFL,1207,1185.05,1216.55,1187.9,1187,689562,824486833.6,44377,EQ,2022-10-13,INE123W01016
SGIL,533,520.2,533.8,521.45,521.9,12972765,6816438202,166849,EQ,2022-10-13,INE062A01020
SGL,14.7,14.7,15.05,14.85,14.85,187401,2784150.55,949,EQ,2022-10-13,INE224E01036
SHAHALLOYS,3300,3272.05,3370.35,3300.15,3307,137908,458077512.6,24955,EQ,2022-10-13,INE513A01022
SHAILY,180.6,178.4,185,182.3,181.25,48684,8829061.5,2443,EQ,2022-10-13,INE807K01035
SHAKTIPUMP,179.1,173.95,180.9,174.5,174.85,735134,129568347.3,10115,EQ,2022-10-13,INE839M01018
SHALBY,120.8,119.3,122.45,119.85,119.8,1000577,120713541,6404,EQ,2022-10-13,INE109A01011
SHALPAINTS,122.3,117.35,124.5,119.3,119,428506,51382322.45,5015,EQ,2022-10-13,INE480C01020
SHANKARA,1142,1135,1174.65,1143.1,1143,12884,14709079.55,285,EQ,2022-10-13,INE497B01018
SHANTI,64.95,64,68,66.55,65.5,69708,4603695.55,1053,EQ,2022-10-13,INE650K01021
SHANTIGEAR,319.5,314,323,315.85,314.1,77452,24646628.95,2653,EQ,2022-10-13,INE818A01017
SHARDACROP,735.75,735.75,735.75,735.75,735.75,1575,1158806.25,120,BE,2022-10-13,INE105I01020
SHARDAMOTR,8.35,8.2,8.45,8.35,8.25,230731,1912559.9,259,EQ,2022-10-13,INE964H01014
SHAREINDIA,18.65,18.05,19,18.45,18.35,19245,356612.35,138,EQ,2022-10-13,INE735M01018
SHEMAROO,104.55,102.05,104.9,102.55,102.75,265800,27463812.7,5226,EQ,2022-10-13,INE807F01027
SHILPAMED,172.05,172.05,187.5,184.5,186,16646,3071598.6,232,BE,2022-10-13,INE782X01017
SHIVALIK,276,275.3,284,280.65,279.5,80182,22438160.2,4321,EQ,2022-10-13,INE630A01024
SHIVAMAUTO,11.2,10.85,11.55,11.1,11.05,81986,911018.1,378,EQ,2022-10-13,INE878E01021
SHIVAMILLS,1.75,1.75,1.9,1.85,1.85,117970,214046.2,137,EQ,2022-10-13,INE023M01027
SHIVATEX,2620.65,2590,2687,2606.75,2615.1,31619,83309189.95,6929,EQ,2022-10-13,INE916U01025
SHK,147.1,147.1,152.8,148.35,148.6,1874,281025.35,94,EQ,2022-10-13,INE00QT01015
SHOPERSTOP,24.3,23.1,24.3,23.7,23.3,7140,168320.2,103,EQ,2022-10-13,INE353H01010
SHRADHA,64.5,62.25,65,62.8,62.65,9192,586838.7,203,EQ,2022-10-13,INE640C01011
SHREDIGCEM,1862.95,1815.25,1924,1890.95,1919.9,1390,2594637.9,255,EQ,2022-10-13,INE151G01010
SHREECEM,504.95,494.9,504.95,496.35,498.45,14291,7127784.25,1289,EQ,2022-10-13,INE908D01010
SHREEPUSHK,131.35,131.35,134.55,132.85,132.65,25517,3388943.05,807,EQ,2022-10-13,INE597J01018
SHREERAMA,168.05,164,170,167.5,168.95,136500,22746384.6,7503,EQ,2022-10-13,INE849C01026
SHRENIK,701,690.3,730.9,728.6,729.5,116449,83620172.75,8153,EQ,2022-10-13,INE274V01019
SHREYANIND,22.45,20.05,22.45,21.25,21.05,12103,255124.45,89,EQ,2022-10-13,INE933X01016
SHREYAS,355,353.45,376,359.15,358.8,323320,117918285.7,13895,EQ,2022-10-13,INE631A01022
SHRIPISTON,435.9,429.7,437.45,434.75,436,34816,15098619.6,3398,EQ,2022-10-13,INE221J01015
SHRIRAMCIT,780,780,809,796.75,795,12051,9603446.6,1977,EQ,2022-10-13,INE597I01028
SHRIRAMPPS,1245,1241,1264.9,1245.55,1247.95,38468,48030850.15,1951,EQ,2022-10-13,INE932X01018
SHYAMCENT,161.95,155.55,165.2,156.85,157.1,98894,15819660.25,2854,EQ,2022-10-13,INE363M01019
SHYAMMETL,358.2,349.5,361.65,350.65,350,56957,20126626.15,2618,EQ,2022-10-13,INE790G01031
SHYAMTEL,831.05,811,838.6,812.65,814,3712,3053155.5,472,EQ,2022-10-13,INE788J01021
SIEMENS,37.25,36.6,37.7,37.05,37,48613,1803650.75,349,EQ,2022-10-13,INE637H01024
SIGACHI,121.15,118.1,121.95,119.95,120,6155,739908.25,221,EQ,2022-10-13,INE644Y01017
SIGIND,159.85,154.85,159.9,155.95,156.3,2634,411354.85,108,EQ,2022-10-13,INE705C01020
SIKKO,142.6,138.25,142.85,138.9,139.5,55094,7707538.35,1834,EQ,2022-10-13,INE500L01026
SIL,773.25,757,778.85,762.85,763,42036,32142948.5,4164,EQ,2022-10-13,INE498B01024
SILGO,62.2,62.2,65.5,63,63,1666,106508.1,23,BE,2022-10-13,INE715Y01015
SILINV,66.95,65.4,67.35,65.85,65.85,159333,10545694.25,1903,EQ,2022-10-13,INE232A01011
SILLYMONKS,20870,20740.65,21131.65,21075.65,21020,63593,1333121344,16593,EQ,2022-10-13,INE070A01015
SILVERTUC,245,236.6,245,238.25,238.25,38982,9400938.7,1969,EQ,2022-10-13,INE712K01011
SIMBHALS,14.05,13.7,14.2,14,14,6093,85175.2,51,BE,2022-10-13,INE879A01019
SIMPLEXINF,2,1.9,2,1.95,1.9,1106168,2160921.65,728,EQ,2022-10-13,INE632X01030
SINTERCOM,129.75,127,134.6,130.75,131,10711,1381580.45,359,EQ,2022-10-13,INE231C01019
SIRCA,344.9,332.75,346.15,336.75,336,33500,11318275.75,2384,EQ,2022-10-13,INE757B01015
SIS,773,773,800,774.05,773,108,85436.35,18,BE,2022-10-13,INE526E01018
SITINET,1752.8,1706,1752.8,1716.35,1715,24012,41398446.15,2825,EQ,2022-10-13,INE722A01011
SIYSIL,77,74.6,78,75.3,75.3,281312,21274223.35,3585,EQ,2022-10-13,INE217L01019
SJS,22.95,22.2,22.95,22.35,22.35,167363,3757287.15,1219,EQ,2022-10-13,INE979R01011
SJVN,284.6,282,287.45,285.45,284.85,82372,23478203.1,2068,EQ,2022-10-13,INE810G01011
SKFINDIA,9.65,9.6,9.7,9.7,9.7,1536,14862.4,11,BE,2022-10-13,INE635A01023
SKIPPER,2769.95,2722.1,2778.05,2740.05,2740.2,108557,297669818.1,13104,EQ,2022-10-13,INE003A01024
SKMEGGPROD,265.05,260,269.4,262.8,264,39631,10497345.55,3766,EQ,2022-10-13,INE0D0K01014
SMARTLINK,38.75,38.5,39.35,38.7,38.75,3449,133798.3,82,EQ,2022-10-13,INE529F01035
SMCGLOBAL,150.5,140.45,152.8,152.7,152.8,157032,23521874.35,2747,EQ,2022-10-13,INE112X01017
SMLISUZU,22,21.65,22.25,21.9,22,37261,814866.65,500,BE,2022-10-13,INE173A01025
SMLT,24.65,24,25.45,24.25,24.5,19739,483445.8,173,EQ,2022-10-13,INE01II01013
SMSLIFE,311.15,307.2,319.95,317.75,318.2,1333,420979.4,102,EQ,2022-10-13,INE923A01015
SMSPHARMA,29.85,27.25,29.9,28.25,27.75,26289,752976.1,190,EQ,2022-10-13,INE203Y01012
SNOWMAN,354,341.55,360,351.4,351,649,228504.3,61,BE,2022-10-13,INE625X01018
SOBHA,20.6,20.1,20.85,20.2,20.1,10510,213926.45,79,EQ,2022-10-13,INE748T01016
SOFTTECH,58.35,52.15,58.35,52.7,52.75,180058,9660027.3,1748,EQ,2022-10-13,INE059B01024
SOLARA,83.35,80.55,83.35,82.6,82.5,1658,136261.75,48,EQ,2022-10-13,INE129Z01016
SOLARINDS,613.7,581.6,615.05,585.25,587.4,63446,37602075.05,4842,EQ,2022-10-13,INE792Z01011
SOMANYCERA,414.3,412.05,418.35,414.65,412.5,28469,11835457.1,1640,EQ,2022-10-13,INE285J01028
SOMATEX,1.85,1.7,1.85,1.75,1.75,1286638,2266069.2,692,EQ,2022-10-13,INE965H01011
SOMICONVEY,465.5,455,468.9,458.55,461.4,30153,13981221.45,3812,EQ,2022-10-13,INE076B01028
SONACOMS,423.1,422.05,435.85,429.5,428,42018,18012483.55,3622,EQ,2022-10-13,INE284S01014
SONAMCLOCK,32.9,32.3,32.95,32.6,32.6,1827366,59521674.05,5421,EQ,2022-10-13,INE002L01015
SONATSOFTW,4529.9,4485.05,4598,4509.35,4485.1,17369,78861052.05,3717,EQ,2022-10-13,INE640A01023
SOTL,70.15,70.15,72.75,70.8,71,90649,6467339.3,1581,EQ,2022-10-13,INE439E01022
SOUTHBANK,109.1,108,113,112.15,113,60980,6684318.1,650,BE,2022-10-13,INE411D01015
SOUTHWEST,131,127.6,134.45,131.65,131.45,37391,4906636.65,1059,EQ,2022-10-13,INE178C01020
SPAL,77,76.1,79.75,78.9,79,73062,5750226.95,507,EQ,2022-10-13,INE103C01036
SPANDANA,793.55,775.2,795.95,779.15,776,16682,13053236,1798,EQ,2022-10-13,INE294B01019
SPARC,122.1,120.2,127.7,121.65,120.75,25202,3088774.45,2212,EQ,2022-10-13,INE017W01010
SPCENET,651.3,650.3,677.95,669.5,672,558,373319.75,115,EQ,2022-10-13,INE320X01016
SPECIALITY,87.15,87.15,88.85,88,88,21365,1874025.2,248,EQ,2022-10-13,INE812G01025
SPENCERS,35.55,34.6,35.55,34.9,34.95,187814,6579535.15,1326,EQ,2022-10-13,INE734N01019
SPIC,632.95,632.95,647.45,641,641.3,136430,87474958.7,7331,EQ,2022-10-13,INE671H01015
