SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,SERIES,TIMESTAMP,ISIN
FLUOROCHEM,28.35,26.4,28.4,26.4,26.4,945987,25459267.4,1750,EQ,2022-10-13,INE411Y01011
FMGOETZE,16.05,16,16.85,16.65,16.55,13589604,224715639.5,13679,EQ,2022-10-13,INE836F01026
FMNL,3520,3500.5,3543.9,3523.85,3520.1,299017,1053480880,28576,EQ,2022-10-13,INE361B01024
FOCUS,4287,4241.5,4321.5,4286.7,4282.15,135229,578978129.7,11935,EQ,2022-10-13,INE935N01020
FOODSIN,365.25,357.65,366.5,362.55,362.05,3680850,1332269807,31255,EQ,2022-10-13,INE271C01023
FORCEMOT,176.95,172.05,188.65,186.35,186.3,718188,131991558.5,17105,EQ,2022-10-13,INE250K01012
FORTIS,4366,4300.1,4366,4309.95,4314.95,171144,739444408.6,23476,EQ,2022-10-13,INE192R01011
FOSECOIND,4,3.8,4,3.85,3.8,53484,206191.05,178,EQ,2022-10-13,INE016M01021
FSC,509,491.5,509,497.05,495,10127,5065160.45,1182,EQ,2022-10-13,INE021O01019
FSL,71.25,69.45,71.25,69.95,70,60044,4230665.95,941,EQ,2022-10-13,INE966A01022
GABRIEL,485.6,485.6,491.65,487.4,488.35,19945,9739538.7,1849,EQ,2022-10-13,INE325C01035
GAEL,59.45,57.6,60.1,58.95,59.15,34307,2013854.85,875,EQ,2022-10-13,INE668D01028
GAIL,389.5,376.65,389.5,387.55,387.95,4733,1807142.55,341,EQ,2022-10-13,INE266Y01019
GAL,13.45,12.85,13.45,12.95,12.85,68494,892581.25,377,EQ,2022-10-13,INE360C01024
GALAXYSURF,432,428.4,453.8,436.1,435,26016,11478651.05,1182,EQ,2022-10-13,INE864X01013
GALLANTT,26.2,25.8,28,26.5,26.4,3118,84410.75,30,BE,2022-10-13,INE03RS01027
GANDHITUBE,389.95,381.25,393.7,386.8,386,148129,57349899,6285,EQ,2022-10-13,INE0JS101016
GANECOS,320.7,316,362.35,352.75,354,940066,327541204.6,24888,EQ,2022-10-13,INE506A01018
GANESHBE,4249.95,4241.3,4309,4254.65,4269,302784,1291909620,31665,EQ,2022-10-13,INE089A01023
GANESHHOUC,288.15,274.35,288.15,283.9,285,10418,2920675.6,562,EQ,2022-10-13,INE417B01040
GANGAFORGE,201.3,192.85,201.3,197.9,197.8,2580,509289,195,EQ,2022-10-13,INE341R01014
GANGESSECU,14.55,14.05,14.55,14.15,14.1,348649,4948248.05,407,EQ,2022-10-13,INE741L01018
GARFIBRES,222.8,219.85,224.45,222.85,222,7233,1603368.6,240,EQ,2022-10-13,INE477B01010
GATEWAY,100.7,98.85,101.15,99.2,99.1,656496,65488480.95,6496,EQ,2022-10-13,INE366A01041
GATI,168,159.5,169.5,161.55,163.9,19108,3120424.05,865,EQ,2022-10-13,INE600Y01019
GAYAHWS,2209,2204.75,2349.95,2290.9,2297,27769,63988502.35,4961,EQ,2022-10-13,INE221B01012
GAYAPROJ,366,357.35,368.1,359.45,360,10805,3896652.3,746,EQ,2022-10-13,INE256H01015
GEECEE,180.45,173.6,180.45,176.95,176.8,990,176242.05,22,BE,2022-10-13,INE255Z01019
GEEKAYWIRE,392,385.5,394.45,387.9,389.25,882934,343457921.6,16775,EQ,2022-10-13,INE07O001018
GENCON,3.75,3.65,3.75,3.75,3.75,14913,55366.25,59,BE,2022-10-13,INE962C01027
GENESYS,1349.9,1301,1354.9,1317.3,1321,30759,40502241.7,4978,EQ,2022-10-13,INE738I01010
GENUSPAPER,61.55,59.45,62.55,60.05,60.25,1174950,71293814.35,11403,EQ,2022-10-13,INE532F01054
GENUSPOWER,3467.8,3445,3554.95,3471.2,3465,753969,2631725456,56659,EQ,2022-10-13,INE066A01021
GEOJITFSL,603.9,599,618.25,614.6,612.65,309906,188248015.5,15412,EQ,2022-10-13,INE126A01031
GEPIL,163.5,157.1,163.5,161.2,163,11006,1747685.55,85,EQ,2022-10-13,INE546V01010
GESHIP,457.9,447,458.7,450.6,448.25,10989,4977274.45,951,EQ,2022-10-13,INE276C01014
GET&D,183.65,182.3,186.9,184.55,184,508053,93910153.35,11815,EQ,2022-10-13,INE230A01023
GFLLIMITED,371.95,355.5,371.95,359.65,360,1847,665090.9,94,EQ,2022-10-13,INE158B01016
GFSTEELS,115,112.75,115.7,113.9,113.75,133791,15219361.95,2305,EQ,2022-10-13,INE184H01027
GHCL,610,585,620,609.7,615.75,4218,2580116.2,289,EQ,2022-10-13,INE668G01021
GICHSGFIN,333.9,328,335.55,331,329.85,94215,31188192.7,3493,EQ,2022-10-13,INE205B01023
GICRE,40.65,39.5,41,39.85,39.85,1392138,55642240.9,3904,EQ,2022-10-13,INE086A01029
GILLANDERS,79,76.6,79,77.6,76.75,10016,777986.9,138,EQ,2022-10-13,INE822G01016
GILLETTE,397,397,413.1,401.1,401.2,221580,89325263.15,8391,EQ,2022-10-13,INE285A01027
GINNIFILA,33.6,33.05,34.7,33.95,34.1,24511,828946.25,389,EQ,2022-10-13,INE819L01012
GIPCL,477.1,473.15,480.3,474.75,474.1,22392,10660833.55,2031,EQ,2022-10-13,INE548C01032
GKWLIMITED,166.5,162,167.35,164.15,164.85,27365,4476898.2,996,EQ,2022-10-13,INE830C01026
GLAND,78.45,75.6,79,77.25,77.3,30831,2370316.85,585,EQ,2022-10-13,INE778K01012
GLAXO,82.5,79.5,82.5,79.7,79.6,7840,631618.8,276,EQ,2022-10-13,INE296H01011
GLENMARK,96.25,96.25,98.95,96.95,96.55,5524,538193.9,233,EQ,2022-10-13,INE753K01015
GLFL,308.9,305,313.7,311.15,310.8,87796,27155403.3,6531,EQ,2022-10-13,INE01QM01018
GLOBAL,1343.4,1325.55,1349.55,1342.9,1348,13947,18689632,2980,EQ,2022-10-13,INE913H01037
GLOBALVECT,18.15,17.6,18.15,18.1,18.15,34101,613014.35,269,EQ,2022-10-13,INE306C01019
GLOBE,62.5,62.4,64,62.55,62.65,1039045,65695329.65,11925,EQ,2022-10-13,INE510A01028
GLOBUSSPR,163.25,159.3,163.3,161.15,162,36170,5849488.9,333,EQ,2022-10-13,INE265F01028
GLS,158.2,155,159.25,156.55,156.2,86722,13621987.35,3968,EQ,2022-10-13,INE255A01020
GMBREW,46.05,44.75,49.4,49.4,49.4,2088,101503.25,33,BE,2022-10-13,INE217G01035
GMDCLTD,99.95,99.5,100.55,100,100.55,251212,25117288.55,5057,EQ,2022-10-13,INE988K01017
GMMPFAUDLR,48.7,48,49.05,48.2,48.1,290049,14053483.2,2939,EQ,2022-10-13,INE063P01018
GMRINFRA,721.25,695.55,735.95,707.95,707.9,782278,548938436,14158,EQ,2022-10-13,INE406M01024
GMRP&UI,36.2,34.7,37.95,37.95,37.95,1184756,44070625.2,965,BE,2022-10-13,INE416L01017
GNA,3469.9,3389.65,3499,3409.55,3402,1796,6160195.85,576,EQ,2022-10-13,INE284A01012
GNFC,2080,1966.7,2097.5,1999.75,1998,575930,1159228302,28498,EQ,2022-10-13,INE042A01014
GOACARBON,8.9,8.6,8.9,8.65,8.75,89600,778817.45,324,EQ,2022-10-13,INE122M01019
GOCLCORP,5.75,5.65,6.2,6.05,6.1,5204664,30737671.3,878,EQ,2022-10-13,INE418N01035
GOCOLORS,173.45,168,173.9,169.8,170.7,85274,14541676.3,2840,EQ,2022-10-13,INE778B01029
GODFRYPHLP,974.4,962.85,1001.45,986.15,987,32287,31655467.4,4279,EQ,2022-10-13,INE04TZ01018
GODHA,12.2,11.1,12.2,11.1,11.1,9407,106762.6,82,EQ,2022-10-13,INE022C01012
GODREJAGRO,307,307,311.95,309.9,309,184264,57048990.6,2102,EQ,2022-10-13,INE128A01029
GODREJCP,873.5,821.1,873.5,826.9,831.85,49768,41811334.9,3963,EQ,2022-10-13,INE295A01018
GODREJIND,0.65,0.6,0.7,0.65,0.7,23236596,14959668.35,3265,EQ,2022-10-13,INE688J01023
GODREJPROP,1247.55,1235,1269.95,1258.3,1263.95,6705,8384768.05,1441,EQ,2022-10-13,INE369A01029
GOENKA,155.95,153.35,156.95,155.15,155.35,1623608,250976258.8,18275,EQ,2022-10-13,INE302A01020
GOKEX,1208.5,1208.5,1253,1240.1,1240.05,11017,13604315.9,2694,EQ,2022-10-13,INE201K01015
GOKUL,107.5,105.45,108.3,106.9,107.35,40238,4285322.35,1034,EQ,2022-10-13,INE0GFE01018
GOKULAGRO,116.85,114.05,118.9,114.75,115,74058,8583609.15,2263,EQ,2022-10-13,INE188A01015
GOLDENTOBC,2248.9,2165.2,2277,2233.55,2247.95,40888,90557185.85,8248,EQ,2022-10-13,INE0DNW01011
GOLDIAM,368.6,367.3,374.3,372.5,372.2,369782,137360005.7,11572,EQ,2022-10-13,INE045J01026
GOLDTECH,1.75,1.65,1.75,1.7,1.65,3082406,5228722.9,2097,BE,2022-10-13,INE220J01025
GOODLUCK,2.85,2.75,2.85,2.8,2.85,2487105,6962464.35,2736,EQ,2022-10-13,INE512B01022
GOODYEAR,275.45,268.65,285.85,279.75,280,532733,147705054.1,14210,EQ,2022-10-13,INE258B01022
GPIL,125.55,124.4,126.75,124.9,124.9,18586183,2334923505,52784,EQ,2022-10-13,INE171A01029
GPPL,1.8,1.75,1.85,1.8,1.75,475345,849085.2,617,BE,2022-10-13,INE623B01027
GPTINFRA,7.15,6.8,7.15,7,7.05,9378,66002.85,52,BE,2022-10-13,IN9623B01058
GRANULES,38.65,38.1,39.5,38.55,38.55,31946,1236536.3,227,EQ,2022-10-13,INE296C01020
GRAPHITE,1585,1569.45,1590,1585.95,1590,37620,59452344.25,4367,EQ,2022-10-13,INE737H01014
GRASIM,99.25,98.5,100,98.9,99.25,61614,6108648.75,892,EQ,2022-10-13,INE816B01027
GRAUWEIL,465,453.5,465,457.75,458,63593,29149656.7,5750,EQ,2022-10-13,INE235A01022
GRAVITA,6845.8,6833.3,7122,7072.45,7047,72349,507192308.4,16260,EQ,2022-10-13,INE686Y01026
GREAVESCOT,195.9,192.05,201,198.4,198,214494,42092377.15,7118,EQ,2022-10-13,INE02NC01014
GREENLAM,136.5,134,136.9,135.85,136.6,295748,40023090.15,7838,EQ,2022-10-13,INE183A01024
GREENPANEL,29.05,28.1,30,28.15,28.65,15943,457310.75,237,EQ,2022-10-13,INE060J01017
GREENPLY,7.55,6.95,7.6,7,7.05,242074,1715009.1,825,BE,2022-10-13,INE452O01016
GREENPOWER,4085,3955.55,4095,3986.35,3963.05,106522,425525578.3,18605,EQ,2022-10-13,INE09N301011
GRINDWELL,335.4,325.1,338.45,327.5,326.75,42077,13859137.45,2859,EQ,2022-10-13,INE529A01010
GRINFRA,4.95,4.75,5.05,4.85,4.95,70097,343611.25,219,EQ,2022-10-13,INE360L01017
GRMOVER,165.8,155.3,165.8,156.7,156.45,180598,28680654.45,2202,EQ,2022-10-13,INE593W01010
GROBTEA,91.85,89.05,92.5,91.95,91.5,51865,4713092.2,1875,EQ,2022-10-13,INE976E01023
GRPLTD,1260,1260,1344.95,1331.7,1342,137955,182023930.7,12524,EQ,2022-10-13,INE451A01017
GRSE,270.05,270.05,274.9,272.85,272.7,867973,236957001.8,20975,EQ,2022-10-13,INE061F01013
GRWRHITECH,1882,1865.8,1907.95,1870.8,1870.2,1883,3540680.8,330,EQ,2022-10-13,INE519A01011
GSCLCEMENT,25.5,23.85,25.5,24.25,25,38527,936441,532,EQ,2022-10-13,INE935Q01015
GSFC,103.6,102.55,104.7,103.2,103.2,1155813,119234855,8490,EQ,2022-10-13,INE684F01012
GSPL,152.95,151.15,154.8,153.8,153.3,136578,20848971.75,4892,EQ,2022-10-13,INE524A01029
GSS,266.8,263.1,269.95,264.15,264.5,140425,37362473.25,5224,EQ,2022-10-13,INE036B01030
GTL,86.65,85.25,87.2,85.45,85.55,6397554,549445352.4,27704,EQ,2022-10-13,INE129A01019
GTLINFRA,2.85,2.7,2.9,2.75,2.7,321010,900223.4,305,EQ,2022-10-13,INE482J01021
GTPL,2921.6,2920,2947,2927.95,2927,3913,11486732.55,1330,EQ,2022-10-13,INE600K01018
GUFICBIO,56.75,54.4,56.75,55.2,55,21584,1202798.9,593,EQ,2022-10-13,INE297H01019
GUJALKALI,446.95,433,446.95,436,433,2377,1043295.05,172,EQ,2022-10-13,INE524B01027
GUJAPOLLO,751,749,774.95,752.9,755.95,46917,35654680.05,3159,EQ,2022-10-13,INE845D01014
GUJGASLTD,135.9,127.85,136.2,129.65,130.95,170142,22378140.35,1425,EQ,2022-10-13,INE388A01029
GUJRAFFIA,388.2,380.45,389.95,382.8,382,29388,11274472.8,1013,EQ,2022-10-13,INE460C01014
GULFOILLUB,5.95,5.65,5.95,5.7,5.7,85685,489703.65,306,EQ,2022-10-13,INE691Z01023
GULFPETRO,107.1,103.8,107.1,105.65,106.9,1754,184759.95,97,EQ,2022-10-13,INE335W01016
GULPOLY,3410,3358.5,3411.15,3388.2,3393.75,3813,12914229.8,1452,EQ,2022-10-13,INE276A01018
GVKPIL,71.65,70.6,72.1,71.2,71.35,296616,21109190.4,3897,EQ,2022-10-13,INE079J01017
HAL,176.5,173.85,179.25,176.95,176.3,202539,35660995.95,6889,EQ,2022-10-13,INE152B01027
HAPPSTMNDS,1.05,1,1.05,1.05,1.05,1003979,1043923.1,596,BE,2022-10-13,INE287Z01012
HARDWYN,13.9,12.75,13.9,13.35,13.3,10006897,133203179.3,9024,EQ,2022-10-13,INE336H01023
HARIOMPIPE,146.55,142.45,147,145.6,144.5,12099,1742989.5,359,EQ,2022-10-13,INE916G01016
HARRMALAYA,62.2,58.5,63,59.35,59.5,49507,2982363.85,779,EQ,2022-10-13,INE669X01016
HARSHA,31.3,30.55,31.7,30.8,30.9,33792,1043309.3,292,EQ,2022-10-13,INE854S01022
HATHWAY,558.55,537,559.9,548.2,548.4,9512,5219695.85,528,EQ,2022-10-13,INE727B01026
HATSUN,18.55,17.45,19,17.6,17.45,1114102,20249513.7,2895,EQ,2022-10-13,INE949P01018
HAVELLS,79.7,78.3,79.85,78.45,78.45,102971,8121182.05,1654,EQ,2022-10-13,INE955D01029
HAVISHA,48.6,48.1,49.85,49.25,49.1,459078,22440417.3,4762,EQ,2022-10-13,INE007B01023
HBLPOWER,147.3,145.9,149.05,146.35,146.9,40099,5900040.05,2439,EQ,2022-10-13,INE878A01011
HBSL,511.8,506,513.25,510.35,507,148941,75978204.35,9807,EQ,2022-10-13,INE017A01032
HCC,130.3,127.1,130.9,128.05,128.5,88319,11386279.6,1936,EQ,2022-10-13,INE200A01026
HCG,69.6,67.5,70.2,68.05,68,56289,3859319.25,700,EQ,2022-10-13,INE538A01037
HCL-INSYS,3.7,3.7,3.7,3.7,3.7,30,111,1,BE,2022-10-13,INE534A01028
HCLTECH,671.7,660,676.45,663.4,662.6,138917,92522755.6,7302,EQ,2022-10-13,INE539A01019
HDFCAMC,63.5,58.8,63.7,61.2,60.7,10599,646529.25,153,EQ,2022-10-13,INE047B01011
HDFCBANK,5168,5115,5193.85,5135.65,5117.55,1946,10035614.8,363,EQ,2022-10-13,INE322A01010
HDFCLIFE,34.35,33.3,34.35,33.6,33.55,25228,849998,292,EQ,2022-10-13,INE424C01010
HDIL,86.05,85.15,86.7,85.9,85.65,65678,5641223.45,1635,EQ,2022-10-13,INE162A01010
HEADSUP,595.05,590,595.05,590.1,590,180,106256.5,21,EQ,2022-10-13,INE528A01020
HECPROJECT,2139,2072,2155,2149.85,2150.25,136119,288793570.3,14252,EQ,2022-10-13,INE068V01023
HEG,1389,1374.7,1401.3,1378.15,1375,42095,58290450.85,5366,EQ,2022-10-13,INE159A01016
HEIDELBERG,388.95,386,396.5,389.95,390.95,790121,309455470.6,15853,EQ,2022-10-13,INE935A01035
HEMIPROP,2.6,2.6,2.6,2.6,2.6,827,2150.2,5,BE,2022-10-13,INE540A01017
HERANBA,412.95,395.15,413,400.25,396.05,48956,19844969.8,1641,EQ,2022-10-13,INE291W01011
HERCULES,59,56.75,59,57.2,56.8,7890,451659,189,EQ,2022-10-13,INE792H01019
HERITGFOOD,5.55,5.4,5.65,5.55,5.55,326447,1800824.95,808,EQ,2022-10-13,INE581X01021
HEROMOTOCO,840.6,829,843.9,835.55,835.95,29821,24870893.95,2784,EQ,2022-10-13,INE615I01010
HESTERBIO,411,408.05,423.05,412.1,414.7,200029,83445068.1,9273,EQ,2022-10-13,INE03Q201024
HEXATRADEX,586.55,583.15,597.95,592.7,591.5,37712,22191103.95,2967,EQ,2022-10-13,INE075D01018
HFCL,140.9,138.9,142.95,139.85,140,679578,95496748.25,6064,EQ,2022-10-13,INE131A01031
HGINFRA,1895,1850,1904.6,1856.55,1852,40157,74899499,9717,EQ,2022-10-13,INE541A01023
HGS,35.55,34.3,35.85,34.6,34.65,7267888,252826270.5,38802,EQ,2022-10-13,INE776C01039
HIKAL,27.3,26.5,27.4,26.7,26.7,314517,8424008.35,936,EQ,2022-10-13,INE0CU601026
HIL,655,639.5,661.45,651.2,654.95,31888,20689425.65,2610,EQ,2022-10-13,INE934S01014
HILTON,654.7,639.1,667,662.95,659.3,1867415,1226856377,41888,EQ,2022-10-13,INE113A01013
HIMATSEIDE,424.8,420,430.35,421.6,420.9,20835,8852557.75,1233,EQ,2022-10-13,INE426D01013
HINDALCO,266.05,263.85,269.9,268.05,268.4,9847,2625835.15,335,EQ,2022-10-13,INE077F01035
HINDCOMPOS,1331,1311.1,1347.5,1316.1,1319.8,20193,26779465.1,3178,EQ,2022-10-13,INE0BJS01011
HINDCON,1293.25,1278.2,1324.5,1304.05,1304.35,151903,198674218.5,11175,EQ,2022-10-13,INE260B01028
HINDCOPPER,3,2.85,3,2.9,2.9,1052171,3056750.35,1078,EQ,2022-10-13,INE925Y01036
HINDMOTORS,510.85,503.35,528,510.05,509.9,204340,105583272.7,10892,EQ,2022-10-13,INE850D01014
HINDNATGLS,839,836.25,850.55,842.85,841,1326401,1121076429,57152,EQ,2022-10-13,INE102D01028
HINDOILEXP,432.85,427.8,432.85,430.3,430,571533,245766348.6,3290,EQ,2022-10-13,INE233A01035
HINDPETRO,1195,1176,1203.1,1180.8,1179,297584,352801476.8,12500,EQ,2022-10-13,INE484J01027
HINDUNILVR,1.75,1.7,1.75,1.7,1.7,130300,221923.1,240,BZ,2022-10-13,INE516K01024
HINDWAREAP,376.6,372.85,387,383.15,384,502279,191139471.7,20930,EQ,2022-10-13,INE887G01027
HINDZINC,31.7,31.1,31.75,31.55,31.7,72706,2288953.3,1169,EQ,2022-10-13,INE020J01029
HIRECT,83.15,79.8,83.6,81.7,81.6,67865,5512920.85,1565,EQ,2022-10-13,INE314T01025
HISARMETAL,80.9,77.4,80.9,79.25,79.25,1832,144630,63,BE,2022-10-13,INE973A01010
HITECH,127.8,125,127.95,125.6,126.9,52849,6651562.95,1599,EQ,2022-10-13,INE025B01025
HITECHCORP,53.85,52.5,53.85,52.95,53.05,15436,818413.2,240,EQ,2022-10-13,INE805A01014
HITECHGEAR,455.7,425.8,455.7,446.65,446,157323,69693078,7402,EQ,2022-10-13,INE127I01024
HLEGLAS,1015.1,1010,1031.05,1018.5,1013,10340,10559538.5,2239,EQ,2022-10-13,INE533A01012
HLVLTD,270.95,265.45,272.85,266.95,265.55,187407,50218407.7,6070,EQ,2022-10-13,INE177H01021
HMT,86.75,84.7,87.1,85.4,85.3,616906,52784361.55,10126,EQ,2022-10-13,INE517F01014
HMVL,126.9,123.5,126.9,126.2,126.4,35322,4424599.6,1140,EQ,2022-10-13,INE390G01014
HNDFDS,343.1,340.4,349.25,344.65,346.2,1256799,432641863.7,13840,EQ,2022-10-13,INE101D01020
HOMEFIRST,356.55,355.55,372.1,361.1,360.5,713099,260476148.1,17938,EQ,2022-10-13,INE371A01025
HONAUT,1670.2,1640,1684.75,1679.75,1678.6,748089,1245356912,21720,EQ,2022-10-13,INE047A01021
HONDAPOWER,79.65,78,81.2,78.6,78.95,463805,36758511.15,7424,EQ,2022-10-13,INE266D01021
HOTELRUGBY,354,343.05,358.35,353.3,352.9,245407,86090293.3,8410,EQ,2022-10-13,INE024L01027
HOVS,150.9,149.1,152.65,151,150.75,611568,92235031.65,13646,EQ,2022-10-13,INE224A01026
HPAL,315.05,300.2,317.75,303,301.35,36448,11179246,3422,EQ,2022-10-13,INE544R01021
HPL,388,377.5,391.45,380.65,381,188527,72091415.25,12531,EQ,2022-10-13,INE08ZM01014
HSCL,180,177.35,180.1,179.25,179.85,60920,10878725.5,2002,EQ,2022-10-13,INE461C01038
HTMEDIA,8.7,8.5,8.9,8.55,8.55,1275169,10975437.5,3115,EQ,2022-10-13,INE999K01014
HUBTOWN,1996.1,1994.55,2035.05,2021.6,2027.25,52868,106687972.6,3319,EQ,2022-10-13,INE536A01023
HUHTAMAKI,129.3,127.2,130.8,128.75,128,1775305,228716168.5,12707,EQ,2022-10-13,INE026A01025
IBREALEST,219.5,214.9,221.75,220.6,220.7,1167477,255568997.8,12257,EQ,2022-10-13,INE246F01010
ICDSLTD,2363,2348.75,2399,2360.4,2360,746789,1772210221,28402,EQ,2022-10-13,INE066F01012
ICEMAKE,1004.95,990,1004.95,992.8,993,120106,119600069.9,10337,EQ,2022-10-13,INE419U01012
ICICIBANK,255,247.55,264.9,248.9,249.9,4486,1136747.35,384,EQ,2022-10-13,INE626Z01011
ICICIGI,274.9,265,277,266.65,265.55,72156,19508209.5,2807,EQ,2022-10-13,INE00EV01017
ICICIPRULI,140.8,139.05,142.4,139.55,139.5,22319,3130574.7,654,EQ,2022-10-13,INE544A01019
ICIL,445.75,433,446.75,436.1,435.7,354561,155692261.8,11066,EQ,2022-10-13,INE0JUS01029
ICRA,16.1,15.95,16.3,16.15,16.2,1443082,23261637.05,2451,EQ,2022-10-13,INE982F01036
IDBI,1021.5,990,1021.5,996.15,997,13340,13358185,2325,EQ,2022-10-13,INE473B01035
IDEA,1268,1224,1268,1230.95,1231.95,1498795,1854961780,35535,EQ,2022-10-13,INE176B01034
IDFC,2.2,2.2,2.35,2.25,2.25,18945,42123.3,54,BE,2022-10-13,INE293B01029
IDFCFIRSTB,113.5,113.3,121.2,118,117.45,9759124,1155445436,42343,EQ,2022-10-13,INE292B01021
IEX,53,51.05,53.6,51.7,51.15,5240,273020.9,147,EQ,2022-10-13,INE550B01022
IFBAGRO,14.5,14.1,14.6,14.25,14.35,11287961,162044020.6,6247,EQ,2022-10-13,INE549A01026
IFBIND,294,290.35,298.85,295.9,297,119852,35313494.8,6272,EQ,2022-10-13,INE075I01017
IFGLEXPOR,1924.85,1906.25,1934,1920.2,1920,148931,286180905,8031,EQ,2022-10-13,INE127D01025
IGARASHI,1402.05,1384,1406.25,1393.6,1396,7357117,10244525590,219960,EQ,2022-10-13,INE040A01034
IGL,525,518,526,520.65,521,1463375,762015691.5,37151,EQ,2022-10-13,INE795G01014
IGPL,5.85,5.65,5.9,5.75,5.75,246426,1428702.85,694,BZ,2022-10-13,INE191I01012
IIFLSEC,2553,2532,2574.3,2546.45,2546,239037,609830860.8,22157,EQ,2022-10-13,INE158A01026
IIFLWAM,1966.1,1938.95,1997.9,1962.75,1975,2355,4617229.25,573,EQ,2022-10-13,INE782E01017
IITL,166.15,164.5,167.05,164.75,164.75,1350,222417.2,39,EQ,2022-10-13,INE750M01017
IL&FSENGG,77.5,75.35,78.05,76.5,76.45,7325714,561316629.4,22756,EQ,2022-10-13,INE548A01028
IL&FSTRANS,570,556.05,573.15,559.55,559.75,45091,25412725.95,5128,EQ,2022-10-13,INE926X01010
IMAGICAA,1272.5,1272.5,1304.6,1293.7,1294,19851,25689609.05,3178,EQ,2022-10-13,INE170I01016
IMFA,328,320.65,333.55,329.1,328,132070,43163738.45,5388,EQ,2022-10-13,INE475B01022
IMPAL,2668.8,2660,2841.6,2759.5,2765,32943,90858700.9,7561,EQ,2022-10-13,INE557A01011
IMPEXFERRO,79.75,77.8,80,78.5,78.85,114217,9041971.7,893,EQ,2022-10-13,INE788H01017
INCREDIBLE,100.4,99.35,104.2,100,100.1,199946,20329799.5,3624,EQ,2022-10-13,INE049A01027
INDBANK,411,400,416.5,401.55,401,16565725,6735150180,160406,EQ,2022-10-13,INE038A01020
INDHOTEL,336,327,339.8,330.35,329.95,3693,1222703.45,252,EQ,2022-10-13,INE310C01029
INDIACEM,109.05,109.05,127.9,125.65,127.8,2232261,265950567.5,32970,EQ,2022-10-13,INE642Y01011
INDIAGLYCO,109,107.3,110.6,109.1,108.95,2025576,220829143.6,10608,EQ,2022-10-13,INE531E01026
INDIAMART,16,15.9,16.35,16.05,16.1,201532,3231194.4,1642,EQ,2022-10-13,INE253A01025
INDIANB,9.3,9.3,9.35,9.35,9.35,21590,201856.5,51,BE,2022-10-13,INE952A01022
INDIANCARD,137.3,133.6,137.5,134.4,134.6,146076,19749854.85,2404,EQ,2022-10-13,INE345A01011
INDIANHUME,212.05,205.6,212.65,207.35,207.9,4266039,886294141.6,39229,EQ,2022-10-13,INE094A01015
INDIGO,2583,2562.9,2607.15,2566.4,2567,753331,1941479207,53085,EQ,2022-10-13,INE030A01027
INDIGOPNTS,357.95,345.05,357.95,346.75,346.8,26759,9332374.7,2058,EQ,2022-10-13,INE05AN01011
INDLMETER,289.3,284.25,289.75,289.15,289.5,312524,89975210.8,6768,EQ,2022-10-13,INE267A01025
INDNIPPON,225,225,240,237.8,235.5,19176,4495187.05,655,EQ,2022-10-13,INE835D01023
INDOAMIN,129.3,127,129.3,127.2,127,1749,223504.45,93,EQ,2022-10-13,INE598C01011
INDOBORAX,598.55,590.85,614,608.3,608,24603,14904805.4,1079,EQ,2022-10-13,INE106T01017
INDOCO,239.5,236.8,244.4,237.65,241,5393,1295572.25,213,EQ,2022-10-13,INE120D01012
INDORAMA,200.9,195,201.9,195.7,195,847,167971.65,115,EQ,2022-10-13,INE127B01011
INDOSTAR,3578,3481.8,3598,3558.7,3578,9575,33983735.8,3779,EQ,2022-10-13,INE461D01010
INDOTECH,10.1,9.55,10.1,9.65,9.65,109926,1059977.85,266,EQ,2022-10-13,INE102A01024
INDOTHAI,29.2,28.55,30,29.6,29.6,11249,333757.55,84,BZ,2022-10-13,INE262A01018
INDOWIND,56.1,55.25,56.3,55.7,55.55,11683,650087.55,274,EQ,2022-10-13,INE871K01015
INDRAMEDCO,471,466.3,474.45,468.65,471.8,16878,7943367.4,2959,EQ,2022-10-13,INE254N01026
INDSWFTLAB,842.1,820,842.1,821.75,823,36444,30092536.35,4952,EQ,2022-10-13,INE481N01025
INDSWFTLTD,38839,38251,38839,38343.4,38300,4891,188210738.8,1647,EQ,2022-10-13,INE671A01010
INDTERRAIN,1577.75,1563.35,1597,1576.1,1568.85,7761,12226486.05,608,EQ,2022-10-13,INE634A01018
INDUSINDBK,4.65,4.65,5,5,5,967,4765,6,BE,2022-10-13,INE275F01019
INDUSTOWER,55,54.05,56.5,54.5,54.3,14759,809418.3,517,EQ,2022-10-13,INE596H01014
INEOSSTYRO,401,393.05,403.6,395.1,398,48340,19168564.6,4169,EQ,2022-10-13,INE0GSL01016
INFIBEAM,72.05,71,72.75,72.35,72.4,104105,7482479.15,1746,EQ,2022-10-13,INE495S01016
INFOBEAN,100.65,99.25,101.5,100.55,100.9,3601200,361190388.4,13254,EQ,2022-10-13,INE019C01026
INFOMEDIA,21.95,21.3,22.05,21.45,21.5,149124,3217473.95,549,EQ,2022-10-13,INE501G01024
INFY,57.5,56,57.85,56,56,83268,4671978.6,277,BE,2022-10-13,INE703H01016
INGERRAND,231.2,225.1,232.95,228.65,228.1,60156,13689419.9,2228,EQ,2022-10-13,INE275B01026
INOXLEISUR,77,72.1,77.45,74.45,74.5,6425293,485315175.2,20184,EQ,2022-10-13,INE069I01010
